__row__,transaction_id,__fold__,pred_0,pred_1
259769,T000259769,0,0.998798553852432,0.0012014461475679898
259770,T000259770,0,0.6203540618745915,0.3796459381254084
259771,T000259771,0,0.9990113582792229,0.0009886417207770933
259772,T000259772,0,0.8853374140904937,0.11466258590950629
259773,T000259773,0,0.9983423218718512,0.0016576781281487417
259774,T000259774,0,0.9990284469833646,0.0009715530166354251
259775,T000259775,0,0.987514349535516,0.012485650464484067
259776,T000259776,0,0.9868734748131389,0.013126525186861061
259777,T000259777,0,0.9991697151693685,0.0008302848306315354
259778,T000259778,0,0.9973679976756664,0.0026320023243336095
259779,T000259779,0,5.959897598262209e-05,0.9999404010240174
259780,T000259780,0,0.998254584139747,0.0017454158602530408
259781,T000259781,0,0.9796185348837225,0.0203814651162775
259782,T000259782,0,0.88452040676621,0.11547959323378992
259783,T000259783,0,0.9897449134082406,0.010255086591759425
259784,T000259784,0,0.9796726284934496,0.020327371506550396
259785,T000259785,0,0.9992865231233423,0.0007134768766576949
259786,T000259786,0,0.9989444465384812,0.001055553461518786
259787,T000259787,0,0.9983221851142081,0.0016778148857918749
259788,T000259788,0,0.9874387203183257,0.01256127968167429
259789,T000259789,0,0.9965907215679037,0.0034092784320962767
259790,T000259790,0,0.9879894640115578,0.0120105359884421
259791,T000259791,0,0.0009463367293375269,0.9990536632706625
259792,T000259792,0,0.9985258383132835,0.0014741616867164932
259793,T000259793,0,0.9991684931622389,0.000831506837761077
259794,T000259794,0,0.9990344607476717,0.0009655392523282988
259795,T000259795,0,0.9977197639609553,0.0022802360390446895
259796,T000259796,0,0.9946154965695861,0.005384503430413833
259797,T000259797,0,0.9801656606693889,0.019834339330611083
259798,T000259798,0,0.9961488865818149,0.0038511134181850697
259799,T000259799,0,0.9903957137463054,0.009604286253694576
259800,T000259800,0,0.9953485939144544,0.004651406085545639
259801,T000259801,0,0.9989357406362336,0.0010642593637663897
259802,T000259802,0,0.9971803684227076,0.0028196315772923155
259803,T000259803,0,0.0002550079131442562,0.9997449920868557
259804,T000259804,0,0.9990812898757165,0.0009187101242834838
259805,T000259805,0,0.996741543688637,0.0032584563113630532
259806,T000259806,0,0.9979700600809185,0.002029939919081546
259807,T000259807,0,0.9717013192290804,0.028298680770919564
259808,T000259808,0,0.02616576548051075,0.9738342345194893
259809,T000259809,0,2.6602807203679468e-05,0.9999733971927963
259810,T000259810,0,0.9968358055412148,0.00316419445878521
259811,T000259811,0,0.9902660520647492,0.00973394793525089
259812,T000259812,0,0.9993478319280947,0.0006521680719052842
259813,T000259813,0,0.999118399070393,0.0008816009296070386
259814,T000259814,0,0.9981696807735845,0.0018303192264155015
259815,T000259815,0,0.994372698992356,0.005627301007643991
259816,T000259816,0,0.9993154958329521,0.0006845041670479225
259817,T000259817,0,0.9991053699548252,0.0008946300451748005
259818,T000259818,0,0.9983769843532261,0.0016230156467739322
259819,T000259819,0,0.9979481736972801,0.0020518263027199334
259820,T000259820,0,5.56650895177091e-05,0.9999443349104823
259821,T000259821,0,0.9977310969542023,0.002268903045797689
259822,T000259822,0,0.998004089436252,0.001995910563748032
259823,T000259823,0,0.9923571897329435,0.007642810267056482
259824,T000259824,0,0.998987305444576,0.0010126945554239251
259825,T000259825,0,0.9964555959297421,0.003544404070257879
