__row__,transaction_id,__fold__,pred_0,pred_1
259769,T000259769,0,0.9987854863295255,0.0012145136704744958
259770,T000259770,0,0.943737713045786,0.056262286954213946
259771,T000259771,0,0.9989839291769403,0.00101607082305964
259772,T000259772,0,0.9778728515754532,0.022127148424546775
259773,T000259773,0,0.9976088673794148,0.002391132620585261
259774,T000259774,0,0.9987682617134117,0.0012317382865882813
259775,T000259775,0,0.9942076375485,0.005792362451500008
259776,T000259776,0,0.9960286572490243,0.003971342750975703
259777,T000259777,0,0.9989778016754628,0.0010221983245372339
259778,T000259778,0,0.9971390259858963,0.002860974014103642
259779,T000259779,0,4.1182608828349565e-05,0.9999588173911717
259780,T000259780,0,0.999180868021136,0.0008191319788640053
259781,T000259781,0,0.9821546055474151,0.017845394452584887
259782,T000259782,0,0.9693895942671922,0.030610405732807877
259783,T000259783,0,0.9946307216330751,0.0053692783669249036
259784,T000259784,0,0.984718787317855,0.015281212682144966
259785,T000259785,0,0.998815401597369,0.00118459840263099
259786,T000259786,0,0.9991544432851828,0.0008455567148172784
259787,T000259787,0,0.9985472259884668,0.0014527740115332448
259788,T000259788,0,0.9904919167729257,0.009508083227074356
259789,T000259789,0,0.9982611161409131,0.001738883859086962
259790,T000259790,0,0.9913802257071735,0.008619774292826508
259791,T000259791,0,0.0003141999983328203,0.9996858000016672
259792,T000259792,0,0.9972844990879701,0.002715500912029853
259793,T000259793,0,0.9993803275659972,0.0006196724340028037
259794,T000259794,0,0.9992391982757798,0.0007608017242202694
259795,T000259795,0,0.9985465195440891,0.0014534804559108202
259796,T000259796,0,0.9981543890883398,0.001845610911660239
259797,T000259797,0,0.9731599459691346,0.026840054030865437
259798,T000259798,0,0.9976188799741442,0.0023811200258557594
259799,T000259799,0,0.9960272861456436,0.003972713854356382
259800,T000259800,0,0.9979798689120183,0.002020131087981682
259801,T000259801,0,0.9990974267344419,0.0009025732655580905
259802,T000259802,0,0.9977468717349927,0.0022531282650073833
259803,T000259803,0,0.0002712271962267421,0.9997287728037733
259804,T000259804,0,0.9980077989505285,0.001992201049471491
259805,T000259805,0,0.9965382483949545,0.003461751605045416
259806,T000259806,0,0.9981327765248565,0.0018672234751434596
259807,T000259807,0,0.9934598313105814,0.0065401686894185915
259808,T000259808,0,0.0115754555633385,0.9884245444366615
259809,T000259809,0,3.196060800281231e-05,0.9999680393919972
259810,T000259810,0,0.9978739497542461,0.0021260502457538036
259811,T000259811,0,0.9910564471249321,0.008943552875067892
259812,T000259812,0,0.9984528235573832,0.001547176442616814
259813,T000259813,0,0.9993708861218774,0.000629113878122549
259814,T000259814,0,0.9980701641083161,0.001929835891683949
259815,T000259815,0,0.9972057003607141,0.0027942996392858964
259816,T000259816,0,0.999291724895452,0.0007082751045479304
259817,T000259817,0,0.9993328091492856,0.0006671908507144764
259818,T000259818,0,0.998390376072727,0.0016096239272730766
259819,T000259819,0,0.9987782436656767,0.0012217563343233007
259820,T000259820,0,3.4690955875493756e-05,0.9999653090441245
259821,T000259821,0,0.9986598049328407,0.0013401950671593338
259822,T000259822,0,0.998837097928264,0.001162902071735974
259823,T000259823,0,0.996708759270322,0.00329124072967796
259824,T000259824,0,0.9990312869015274,0.0009687130984726211
259825,T000259825,0,0.9974202280631945,0.002579771936805439
259826,T000259826,0,0.9988748655696585,0.001125134430341469
259827,T000259827,0,0.9982872812658727,0.0017127187341272924
259828,T000259828,0,0.9881928331970201,0.011807166802979845
259829,T000259829,0,0.9946724634846934,0.005327536515306557
259830,T000259830,0,0.9990443948737557,0.000955605126244303
259831,T000259831,0,0.9973007675375491,0.0026992324624508872
259832,T000259832,0,0.9990843049560791,0.0009156950439208308
259833,T000259833,0,0.9990105067085581,0.0009894932914419814
259834,T000259834,0,4.178405190835566e-05,0.9999582159480916
259835,T000259835,0,0.9989530728224195,0.0010469271775805237
259836,T000259836,0,0.9981852390016792,0.0018147609983208256
259837,T000259837,0,0.9970815865599563,0.002918413440043705
259838,T000259838,0,0.9981611107886512,0.0018388892113487274
259839,T000259839,0,0.9914532412557904,0.008546758744209668
259840,T000259840,0,0.9965762879902652,0.003423712009734754
259841,T000259841,0,0.8552153099132718,0.1447846900867282
259842,T000259842,0,0.991348770149568,0.008651229850432011
259843,T000259843,0,0.001246160236724414,0.9987538397632756
259844,T000259844,0,0.998778345087836,0.0012216549121639982
259845,T000259845,0,0.9992300395322639,0.0007699604677361828
259846,T000259846,0,0.0003777329673115837,0.9996222670326884
259847,T000259847,0,0.9911138508495182,0.008886149150481774
259848,T000259848,0,0.9751008285185219,0.024899171481478143
259849,T000259849,0,0.9989415253006592,0.0010584746993408316
259850,T000259850,0,0.998504295222301,0.0014957047776990445
259851,T000259851,0,0.999426174177301,0.0005738258226989984
259852,T000259852,0,0.9991139090773833,0.0008860909226167518
259853,T000259853,0,0.9966045933042238,0.0033954066957761673
259854,T000259854,0,0.9980473454517822,0.0019526545482178401
259855,T000259855,0,0.9757514634336492,0.02424853656635089
259856,T000259856,0,0.9987365130040861,0.001263486995913904
259857,T000259857,0,0.9993260622493672,0.000673937750632817
259858,T000259858,0,0.9968167284195489,0.0031832715804510987
259859,T000259859,0,0.9991933707453787,0.0008066292546212905
259860,T000259860,0,0.9759064578079767,0.024093542192023268
259861,T000259861,0,0.9987251861908661,0.001274813809133815
259862,T000259862,0,0.9985741300126781,0.0014258699873218907
259863,T000259863,0,0.9992057186736633,0.0007942813263366899
259864,T000259864,0,0.00032523355442648505,0.9996747664455735
259865,T000259865,0,0.9981768018045005,0.0018231981954994845
259866,T000259866,0,0.9985487974534059,0.0014512025465941035
259867,T000259867,0,0.9984572454125643,0.0015427545874356575
259868,T000259868,0,0.9994642062862709,0.0005357937137291534
259869,T000259869,0,0.8371762386317328,0.16282376136826715
259870,T000259870,0,0.994312071945959,0.005687928054040916
259871,T000259871,0,0.00020436297684256477,0.9997956370231574
259872,T000259872,0,0.9971358725779949,0.002864127422005106
259873,T000259873,0,0.9973484664559435,0.0026515335440564195
259874,T000259874,0,2.113114552237949e-05,0.9999788688544776
259875,T000259875,0,0.9929997278721562,0.007000272127843807
259876,T000259876,0,0.990047689049548,0.009952310950452006
259877,T000259877,0,0.9987187216882862,0.001281278311713776
259878,T000259878,0,0.9991371320592188,0.0008628679407811505
259879,T000259879,0,0.998794754593793,0.0012052454062070474
259880,T000259880,0,0.9979936573291127,0.002006342670887298
259881,T000259881,0,0.998550346158242,0.0014496538417579745
259882,T000259882,0,0.997441552950919,0.0025584470490809873
259883,T000259883,0,0.9966079914518946,0.003392008548105404
259884,T000259884,0,0.999240760482864,0.0007592395171359684
259885,T000259885,0,0.9986211962595163,0.0013788037404837414
259886,T000259886,0,0.9964862005348615,0.003513799465138563
259887,T000259887,0,0.999021537077971,0.0009784629220290005
259888,T000259888,0,8.158474891795109e-05,0.999918415251082
259889,T000259889,0,0.9928231037764517,0.007176896223548346
259890,T000259890,0,0.999042744088707,0.0009572559112930617
259891,T000259891,0,0.9993858066408305,0.0006141933591694772
259892,T000259892,0,0.0001387114344625351,0.9998612885655375
259893,T000259893,0,0.9992667004324403,0.0007332995675597131
259894,T000259894,0,0.9960590915837856,0.003940908416214379
259895,T000259895,0,0.9992701710120138,0.0007298289879862355
259896,T000259896,0,0.9994004673519413,0.0005995326480586483
259897,T000259897,0,0.9982575205401519,0.001742479459848098
259898,T000259898,0,0.9989192611633592,0.0010807388366408774
259899,T000259899,0,0.9964569714172333,0.003543028582766726
259900,T000259900,0,0.9960257822295642,0.003974217770435836
259901,T000259901,0,0.99860913999139,0.0013908600086100353
259902,T000259902,0,0.9986842684398483,0.0013157315601517417
259903,T000259903,0,0.958772367490908,0.04122763250909199
259904,T000259904,0,7.301595367459335e-05,0.9999269840463254
259905,T000259905,0,0.998858120388212,0.0011418796117880405
