__row__,PassengerId,__fold__,pred_0,pred_1
0,1,1,0.9279065649549467,0.07209343504505325
1,2,4,0.02617897382192491,0.9738210261780751
2,3,3,0.5857253382594061,0.41427466174059385
3,4,3,0.011599983907065736,0.9884000160929343
4,5,0,0.8861803817800092,0.1138196182199908
5,6,4,0.8726233960756418,0.12737660392435823
6,7,0,0.8764679858240184,0.12353201417598159
7,8,4,0.659915064233268,0.34008493576673204
8,9,4,0.4635304994178374,0.5364695005821626
9,10,3,0.07455670812586346,0.9254432918741365
10,11,2,0.26828312002947985,0.7317168799705202
11,12,4,0.20263166324576665,0.7973683367542334
12,13,4,0.8625206721452674,0.13747932785473255
13,14,0,0.9387854782140511,0.06121452178594884
14,15,3,0.4298281411468382,0.5701718588531618
15,16,3,0.23401047140689102,0.765989528593109
16,17,1,0.8374483273811268,0.16255167261887316
17,18,4,0.8989102283399657,0.10108977166003431
18,19,3,0.3306560980361196,0.6693439019638804
19,20,0,0.4040234205705505,0.5959765794294495
20,21,1,0.855889697230404,0.14411030276959605
21,22,3,0.9048124112116201,0.09518758878837984
22,23,1,0.24954012651428092,0.7504598734857191
23,24,1,0.6548207252061369,0.34517927479386307
24,25,0,0.8498347088811815,0.15016529111881852
25,26,4,0.9573065288945053,0.042693471105494735
26,27,0,0.8675537696602821,0.1324462303397179
27,28,2,0.8392650843593399,0.16073491564066017
28,29,0,0.22979017211989183,0.7702098278801082
29,30,2,0.9026572763809326,0.09734272361906735
30,31,0,0.4865849673572633,0.5134150326427367
31,32,0,0.018577318784883334,0.9814226812151167
32,33,4,0.32276588503432824,0.6772341149656718
33,34,3,0.9494134771412727,0.05058652285872731
34,35,0,0.5441707904883606,0.4558292095116394
35,36,1,0.6453575510711429,0.35464244892885716
36,37,2,0.9053058728407222,0.09469412715927784
37,38,4,0.9132605165040485,0.08673948349595152
38,39,3,0.6086860304504806,0.39131396954951936
39,40,1,0.3625992203040065,0.6374007796959935
40,41,1,0.767081236861663,0.232918763138337
41,42,4,0.0779649086376546,0.9220350913623454
42,43,1,0.9083643276197535,0.09163567238024653
43,44,0,0.025141296122107804,0.9748587038778922
44,45,4,0.26532933826785365,0.7346706617321463
45,46,0,0.9030339496343975,0.09696605036560242
46,47,4,0.8272711040857746,0.17272889591422536
47,48,2,0.25205568518002286,0.7479443148199771
48,49,1,0.8651201005023262,0.13487989949767376
49,50,2,0.4817720489981412,0.5182279510018588
50,51,4,0.9426703282695175,0.05732967173048253
51,52,4,0.9037630040492679,0.09623699595073208
52,53,1,0.046972469364466196,0.9530275306355338
53,54,0,0.17438889529129287,0.8256111047087071
54,55,2,0.8832058309102004,0.11679416908979957
55,56,0,0.7433465275856135,0.2566534724143865
56,57,1,0.09796283612579926,0.9020371638742007
57,58,4,0.8644966189718076,0.1355033810281924
58,59,2,0.03754208348968868,0.9624579165103113
59,60,4,0.972836870960584,0.027163129039416003
60,61,0,0.8152125365851448,0.1847874634148552
61,62,1,0.03133993755111841,0.9686600624488816
62,63,1,0.644983842138292,0.35501615786170804
63,64,0,0.8336185037519735,0.16638149624802648
64,65,0,0.6082207588707547,0.39177924112924534
