__row__,PassengerId,__fold__,pred_0,pred_1
0,1,1,0.8700965285800304,0.12990347141996966
1,2,4,0.06609418650117527,0.9339058134988247
2,3,3,0.4111791147805185,0.5888208852194815
3,4,3,0.07637846045157082,0.9236215395484292
4,5,0,0.9246462138689142,0.0753537861310858
5,6,4,0.8618564387707557,0.13814356122924426
6,7,0,0.7370676535377546,0.2629323464622454
7,8,4,0.9018476492643861,0.09815235073561387
8,9,4,0.40526788131795444,0.5947321186820456
9,10,3,0.08303078626762517,0.9169692137323748
10,11,2,0.21941723075980912,0.7805827692401909
11,12,4,0.26293625150661426,0.7370637484933857
12,13,4,0.8699901567948101,0.13000984320518988
13,14,0,0.9613483828832601,0.038651617116739916
14,15,3,0.29884998739568724,0.7011500126043128
15,16,3,0.4315476739535694,0.5684523260464306
16,17,1,0.9349261939009778,0.06507380609902225
17,18,4,0.7716957384858381,0.22830426151416197
18,19,3,0.39908876449603903,0.600911235503961
19,20,0,0.3524911152180752,0.6475088847819248
20,21,1,0.8113075041228256,0.18869249587717443
21,22,3,0.8187878095532233,0.18121219044677675
22,23,1,0.25160038095349957,0.7483996190465004
23,24,1,0.5606480650698867,0.43935193493011326
24,25,0,0.5413816901973165,0.45861830980268353
25,26,4,0.826782935566639,0.1732170644333611
26,27,0,0.87482078346095,0.1251792165390499
27,28,2,0.6701423059679825,0.3298576940320175
28,29,0,0.3298652514757566,0.6701347485242434
29,30,2,0.912582040154327,0.08741795984567297
30,31,0,0.5691459493599651,0.43085405064003496
31,32,0,0.04491366371471839,0.9550863362852816
32,33,4,0.3492951820580006,0.6507048179419994
33,34,3,0.9442061768970348,0.05579382310296519
34,35,0,0.39569268015671033,0.6043073198432897
35,36,1,0.6373289568754572,0.36267104312454274
36,37,2,0.8926488869131888,0.10735111308681122
37,38,4,0.8745888173245349,0.12541118267546517
38,39,3,0.3817778641810554,0.6182221358189446
39,40,1,0.1968041344490976,0.8031958655509024
40,41,1,0.4676952983957364,0.5323047016042636
41,42,4,0.171327840816216,0.828672159183784
42,43,1,0.8637831618706888,0.13621683812931115
43,44,0,0.08696156504759867,0.9130384349524013
44,45,4,0.2701247802337774,0.7298752197662226
45,46,0,0.9079043392808045,0.09209566071919548
46,47,4,0.8226816878325285,0.17731831216747146
47,48,2,0.3700823928183702,0.6299176071816298
48,49,1,0.8997625978002831,0.10023740219971684
49,50,2,0.28063465837771207,0.7193653416222879
50,51,4,0.9476763736393196,0.05232362636068045
51,52,4,0.874650768026221,0.12534923197377904
52,53,1,0.0929259851225186,0.9070740148774814
53,54,0,0.17932703163243224,0.8206729683675678
54,55,2,0.7021891165201334,0.2978108834798666
55,56,0,0.5593094633720015,0.4406905366279985
56,57,1,0.1664899099933964,0.8335100900066036
57,58,4,0.8633200154555053,0.1366799845444947
58,59,2,0.1114379775729335,0.8885620224270665
59,60,4,0.9801789321856437,0.019821067814356337
60,61,0,0.8527875576468796,0.14721244235312037
61,62,1,0.10675943532875787,0.8932405646712421
62,63,1,0.6483353342537788,0.3516646657462212
63,64,0,0.9403801123842046,0.059619887615795356
64,65,0,0.47579402822882566,0.5242059717711743
65,66,3,0.8938345253249477,0.10616547467505233
66,67,0,0.2238206838147575,0.7761793161852425
67,68,1,0.8721270336872007,0.12787296631279935
68,69,0,0.7712970190625579,0.22870298093744207
69,70,3,0.9244573978664666,0.07554260213353334
70,71,4,0.8003842654552169,0.19961573454478304
71,72,1,0.8113402468772446,0.18865975312275543
72,73,1,0.7135895263940464,0.2864104736059537
73,74,3,0.8648703075176957,0.13512969248230436
74,75,2,0.9183460575433017,0.08165394245669833
75,76,0,0.8997995526085812,0.10020044739141871
76,77,1,0.9049855251651083,0.09501447483489169
77,78,3,0.914225830568292,0.08577416943170806
78,79,1,0.548546484138043,0.451453515861957
79,80,0,0.4484067725281292,0.5515932274718708
80,81,4,0.8788189953983243,0.12118100460167572
81,82,4,0.906289962144729,0.09371003785527096
82,83,4,0.3492759218806034,0.6507240781193966
83,84,4,0.5346455504988226,0.4653544495011774
84,85,4,0.1564211096182544,0.8435788903817456
85,86,1,0.6471539581809294,0.35284604181907064
86,87,2,0.908748021861581,0.09125197813841904
87,88,4,0.903011799160643,0.09698820083935696
88,89,1,0.1712657393061925,0.8287342606938075
89,90,3,0.9004076308062782,0.09959236919372186
90,91,0,0.9104859974434752,0.0895140025565248
91,92,1,0.8758557403982293,0.12414425960177068
92,93,3,0.6436613261093171,0.3563386738906828
93,94,2,0.9234655348317389,0.07653446516826115
94,95,0,0.9629866612955286,0.037013338704471425
95,96,4,0.903011799160643,0.09698820083935696
96,97,4,0.8222482578396146,0.17775174216038542
97,98,1,0.32294619013223747,0.6770538098677625
98,99,1,0.17334345313015598,0.826656546869844
99,100,0,0.7663522789861509,0.23364772101384915
100,101,4,0.4444700493306917,0.5555299506693083
101,102,4,0.9030423127753242,0.09695768722467576
102,103,2,0.32446867398115264,0.6755313260188474
103,104,0,0.9201149411918369,0.0798850588081631
104,105,1,0.9474012369849938,0.052598763015006225
105,106,0,0.9079206143751037,0.09207938562489627
106,107,1,0.34513836192476066,0.6548616380752393
107,108,4,0.9030662110992967,0.0969337889007033
108,109,0,0.9309405998451845,0.06905940015481551
109,110,2,0.3114879972471455,0.6885120027528545
110,111,1,0.7006143430677392,0.2993856569322608
111,112,3,0.2209368939172044,0.7790631060827956
112,113,3,0.8927805557946322,0.10721944420536783
113,114,0,0.3155506428487629,0.6844493571512371
114,115,0,0.27663134852467464,0.7233686514753254
115,116,4,0.874619795953121,0.125380204046879
116,117,2,0.9787331117680663,0.021266888231933692
117,118,1,0.7589658471678178,0.24103415283218227
118,119,0,0.23838843738620452,0.7616115626137955
119,120,3,0.537490198178343,0.462509801821657
120,121,1,0.7829982249327618,0.21700177506723814
121,122,1,0.9049635639237501,0.09503643607624988
122,123,4,0.6624776111755495,0.33752238882445046
123,124,2,0.2352878293559456,0.7647121706440544
124,125,1,0.6631826284585101,0.33681737154148994
125,126,2,0.7734167587488772,0.22658324125112284
126,127,0,0.8633914019027873,0.13660859809721265
127,128,1,0.8897666739304394,0.11023332606956059
128,129,0,0.3293104340160735,0.6706895659839265
129,130,2,0.9543306148392382,0.04566938516076182
130,131,2,0.9105608709097968,0.08943912909020328
131,132,0,0.8848716990144317,0.11512830098556828
132,133,4,0.5661544804978682,0.43384551950213185
133,134,4,0.18168458220938588,0.8183154177906141
