__row__,transaction_id,__fold__,pred_0,pred_1
259769,T000259769,0,0.9946372397518713,0.005362760248128625
259770,T000259770,0,0.9801954436744429,0.019804556325557107
259771,T000259771,0,0.9955476690187437,0.004452330981256315
259772,T000259772,0,0.59996520868414,0.40003479131585995
259773,T000259773,0,0.9876585681838224,0.012341431816177674
259774,T000259774,0,0.9969866608433889,0.0030133391566110196
259775,T000259775,0,0.995736930210525,0.004263069789475031
259776,T000259776,0,0.9856407731848753,0.014359226815124741
259777,T000259777,0,0.9962978078276,0.0037021921723999437
259778,T000259778,0,0.9973725250130375,0.002627474986962461
259779,T000259779,0,0.0005907674548361053,0.9994092325451639
259780,T000259780,0,0.9968851715002389,0.00311482849976109
259781,T000259781,0,0.9465712080460382,0.0534287919539618
259782,T000259782,0,0.8995631685045089,0.10043683149549114
259783,T000259783,0,0.9960450244627772,0.0039549755372227414
259784,T000259784,0,0.996139901681485,0.0038600983185149867
259785,T000259785,0,0.9975124427463765,0.002487557253623476
259786,T000259786,0,0.9972452633259422,0.002754736674057755
259787,T000259787,0,0.9953654580444593,0.0046345419555406655
259788,T000259788,0,0.9978536753719695,0.0021463246280305935
259789,T000259789,0,0.9920837866811952,0.007916213318804799
259790,T000259790,0,0.9967770443178695,0.0032229556821304554
259791,T000259791,0,0.008821652684336323,0.9911783473156637
259792,T000259792,0,0.9951664038997068,0.004833596100293203
259793,T000259793,0,0.9975790747821605,0.0024209252178395355
259794,T000259794,0,0.9975645490201716,0.002435450979828485
259795,T000259795,0,0.9932815774426446,0.0067184225573554265
259796,T000259796,0,0.98700290789831,0.012997092101689969
259797,T000259797,0,0.9937644287987889,0.006235571201211052
259798,T000259798,0,0.9925664553320019,0.007433544667998059
259799,T000259799,0,0.9654993491076754,0.03450065089232454
259800,T000259800,0,0.9837304097765561,0.016269590223443823
259801,T000259801,0,0.9952808841009385,0.00471911589906148
259802,T000259802,0,0.9961086749365884,0.0038913250634116103
259803,T000259803,0,0.0020586542778788797,0.9979413457221211
259804,T000259804,0,0.9973792507552386,0.0026207492447614506
259805,T000259805,0,0.9756940437847577,0.024305956215242334
259806,T000259806,0,0.9894273751143509,0.010572624885649142
259807,T000259807,0,0.9894316994571061,0.010568300542893911
259808,T000259808,0,0.19566442023328146,0.8043355797667185
259809,T000259809,0,0.00014743593721000536,0.99985256406279
259810,T000259810,0,0.9982529571374487,0.0017470428625513568
259811,T000259811,0,0.9968283489665721,0.003171651033427915
259812,T000259812,0,0.9959144980071166,0.004085501992883368
259813,T000259813,0,0.9977087526042311,0.002291247395768936
259814,T000259814,0,0.9961147618437962,0.0038852381562037436
259815,T000259815,0,0.9866310959431068,0.013368904056893153
259816,T000259816,0,0.9968076869057657,0.0031923130942343118
259817,T000259817,0,0.9973493856965712,0.0026506143034288185
259818,T000259818,0,0.9950005867836568,0.004999413216343239
259819,T000259819,0,0.9935400451058687,0.006459954894131269
259820,T000259820,0,0.00021961207318943465,0.9997803879268106
259821,T000259821,0,0.9931605430773021,0.006839456922697946
259822,T000259822,0,0.99568833313121,0.004311666868790033
259823,T000259823,0,0.9811254360679545,0.01887456393204544
259824,T000259824,0,0.9977078787309069,0.0022921212690930814
259825,T000259825,0,0.996267081979792,0.00373291802020804
259826,T000259826,0,0.990664811145746,0.009335188854253955
259827,T000259827,0,0.9939278507238776,0.006072149276122461
259828,T000259828,0,0.9960601613906909,0.00393983860930916
259829,T000259829,0,0.9974700454363545,0.0025299545636454095
259830,T000259830,0,0.9947641213712252,0.005235878628774847
259831,T000259831,0,0.9910449041835896,0.008955095816410382
259832,T000259832,0,0.995975534998421,0.0040244650015790655
259833,T000259833,0,0.9981235614575452,0.0018764385424547766
259834,T000259834,0,0.00012979249667077752,0.9998702075033292
259835,T000259835,0,0.9974588262960729,0.0025411737039271937
259836,T000259836,0,0.997242805887163,0.0027571941128370133
259837,T000259837,0,0.9947267150257597,0.005273284974240318
259838,T000259838,0,0.9929947081751279,0.007005291824872093
259839,T000259839,0,0.9928376904564168,0.007162309543583172
259840,T000259840,0,0.9871465738175047,0.012853426182495348
259841,T000259841,0,0.4142045064393248,0.5857954935606752
